tag,bank,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31
"Construction and land development","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Secured by farmland","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Secured by 1-4 family residential properties- net charge-offs","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Secured by multifamily residential properties","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Secured by nonfarm nonresidential properties","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277000.0,1624000.0
"Real estate loans in foreign offices","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,2.4750332569431204E8,1.0337824073371465E9,7.736262545281221E8,5.167370937559581E8,2.5415176591039085E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Loans to depository institutions","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"To foreign banks","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Loans to finance agricultural production and other loans to farmers","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,2.4750332569431204E8,1.0337824073371465E9,7.736262545281221E8,5.167370937559581E8,2.5415176591039085E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Commercial and industrial loans","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191000.0,191000.0,191000.0,191000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000.0,119000.0,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2627000.0,0.0,0.0,309000.0,0.0,0.0,0.0,0.0,0.0
"To non-U.S. addressees","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Loans to individuals","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Credit card loan net charge offs","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Auto Loans - Net Charge-Offs","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1585799763600526E9,8.6419191717477E8,5.852884170532194E8,2.948967184329829E8,1.1275333197798948E9,8.260285250378664E8,5.485883244912742E8,2.6928935815607506E8,1.0060852842537575E9,7.538502407514855E8,4.9543187584061515E8,2.454434179552604E8,9.863838789328743E8,7.558344395387263E8,4.860512154767642E8,2.3820463268158346E8,8.546862348647711E8,6.209135600624133E8,4.0501302466019416E8,1.9863975708029196E8,7.008777625017421E8,5.201332649965157E8,3.493606153158087E8,1.6533933852135816E8,5.824426893136181E8,4.2592192274509805E8,2.8513784185313344E8,1.3942732544405997E8,5.3469347138408303E8,3.903218647443291E8,2.736087917854251E8,1.348352808299595E8,5.572475849835662E8,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Other Consumer Loans Net Charge-Offs","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Loans to foreign governments and official institutions","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Other loans","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lease financing receivables","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,7000.0,6000.0,0.0,10000.0
"Loans to finance agricultural production and other loans to farmers","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,0.0,0.0,0.0,0.0,0.0,1.0196647597019658E9,7.403975995814838E8,4.889083155516804E8,2.3952986666772354E8,1.0341414466106532E9,7.812406951934052E8,5.342422953836398E8,2.6745372300253648E8,1.0971861934939759E9,8.196037814743184E8,5.39581266274572E8,2.787791017152822E8,1.1244915997942784E9,8.562884920315012E8,5.394800475377692E8,2.6871740033108324E8,1.1585799763600526E9,8.6419191717477E8,5.852884170532194E8,2.948967184329829E8,1.1275333197798948E9,8.260285250378664E8,5.485883244912742E8,2.6928935815607506E8,1.0060852842537575E9,7.538502407514855E8,4.9543187584061515E8,2.454434179552604E8,9.863838789328743E8,7.558344395387263E8,4.860512154767642E8,2.3820463268158346E8,8.546862348647711E8,6.209135600624133E8,4.0501302466019416E8,1.9863975708029196E8,7.008777625017421E8,5.201332649965157E8,3.493606153158087E8,1.6533933852135816E8,5.824426893136181E8,4.2592192274509805E8,2.8513784185313344E8,1.3942732544405997E8,5.3469347138408303E8,3.903218647443291E8,2.736087917854251E8,1.348352808299595E8,5.572475849835662E8,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Cash dividends","mitsubishi-ufj-trust-banking-corporation-u-s-a",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,1.282E8,2.1263E7,2.1263E7,0.0,0.0,1.9816E7,1.9816E7,1.9816E7,0.0,1.9966E7,1.9966E7,0.0,0.0,1.4751E7,1.4751E7,1.4751E7,0.0,1.1026E7,1.1026E7,1.1026E7,0.0,2.6042E7,2.6042E7,2.6042E7,2.6042E7,0.0,0.0,0.0,0.0,6728000.0,6728000.0,6728000.0,6728000.0,4853000.0,4853000.0,4853000.0,4853000.0,1200000.0,1200000.0,1200000.0,1200000.0,2300000.0,2300000.0,2300000.0,2300000.0,3000000.0,3000000.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
